X (nm), Y (nm), Z (nm), Corrected X (nm), Corrected Y (nm), Corrected Z (nm), E (keV), DeltaE (keV), Theta (rad), Corrected Theta (rad), Phi (rad), Corrected Phi (rad)
2.60376, -2.12336, 0, 2.60376, -2.12336, 0, 0.35372, 0.64628, 2.25481, 2.25481, 0.780646, 0.780646
-3.08157, -3.96622, 0, -3.08157, -3.96622, 0, 0.645225, 0.354775, 2.60223, 2.60223, 3.41537, 3.41537
-2.38175, -2.41931, 0, -2.38175, -2.41931, 0, 0.251827, 0.748173, 2.62476, 2.62476, 1.5435, 1.5435
-0.721214, 0.365145, 0, -0.721214, 0.365145, 0, 0.909978, 0.0900218, 2.65865, 2.65865, 3.33917, 3.33917
-0.33313, 0.849853, 0, -0.33313, 0.849853, 0, 0.49016, 0.50984, 2.62757, 2.62757, 3.76514, 3.76514
-1.02377, -2.74132, 0, -1.02377, -2.74132, 0, 0.517451, 0.482549, 1.61253, 1.61253, 6.10607, 6.10607
-0.204578, 0.908548, 0, -0.204578, 0.908548, 0, 0.678259, 0.321741, 2.7112, 2.7112, 4.88765, 4.88765
-5.28897, -3.19322, 8.88178e-017, -5.28897, -3.19322, 8.88178e-017, 0.649009, 0.350991, 2.39369, 2.39369, 3.33669, 3.33669
-2.20454, -3.14038, 0, -2.20454, -3.14038, 0, 0.65223, 0.34777, 1.99566, 1.99566, 0.175611, 0.175611
2.39005, 0.529945, 0, 2.39005, 0.529945, 0, 0.732681, 0.267319, 2.33507, 2.33507, 0.278761, 0.278761
-1.37631, 1.65476, 0, -1.37631, 1.65476, 0, 0.812322, 0.187678, 2.593, 2.593, 4.34264, 4.34264
1.03215, 0.629952, 0, 1.03215, 0.629952, 0, 0.895715, 0.104285, 2.18457, 2.18457, 0.584397, 0.584397
-1.727, 0.948706, 0, -1.727, 0.948706, 0, 0.82084, 0.17916, 2.95897, 2.95897, 2.16995, 2.16995
2.0533, -3.64352, 0, 2.0533, -3.64352, 0, 0.444621, 0.555379, 2.32356, 2.32356, 5.46239, 5.46239
-0.119098, 0.0497688, 0, -0.119098, 0.0497688, 0, 0.97407, 0.0259296, 2.71165, 2.71165, 2.74577, 2.74577
-0.478405, 0.79207, 0, -0.478405, 0.79207, 0, 0.853339, 0.146661, 2.93393, 2.93393, 2.8752, 2.8752
2.08961, -0.718756, 0, 2.08961, -0.718756, 0, 0.64795, 0.35205, 2.89813, 2.89813, 1.99866, 1.99866
0.311933, -0.573552, 0, 0.311933, -0.573552, 0, 0.907983, 0.0920168, 2.70429, 2.70429, 5.80438, 5.80438
-0.0783799, -3.8537, 0, -0.0783799, -3.8537, 0, 0.0287168, 0.971283, 2.12626, 2.12626, 3.48162, 3.48162
-0.42725, 2.19972, 0, -0.42725, 2.19972, 0, 0.159032, 0.840968, 2.34688, 2.34688, 1.37566, 1.37566
-0.339448, 0.219249, 0, -0.339448, 0.219249, 0, 0.821763, 0.178237, 2.61187, 2.61187, 3.2938, 3.2938
4.05601, -0.911967, 0, 4.05601, -0.911967, 0, 0.355554, 0.644446, 2.58303, 2.58303, 2.09002, 2.09002
-2.81731, -0.116083, 0, -2.81731, -0.116083, 0, 0.761074, 0.238926, 1.94, 1.94, 1.27416, 1.27416
1.05486, 0.638002, 0, 1.05486, 0.638002, 0, 0.74207, 0.25793, 2.53944, 2.53944, 1.449, 1.449
0.00534571, 0.0215528, 0, 0.00534571, 0.0215528, 0, 0.997837, 0.00216291, 2.29723, 2.29723, 1.32767, 1.32767
0.856365, 0.784028, 0, 0.856365, 0.784028, 0, 0.777279, 0.222721, 2.66486, 2.66486, 6.26386, 6.26386
2.84559, -3.23178, 0, 2.84559, -3.23178, 0, 0.451816, 0.548184, 2.64924, 2.64924, 1.02788, 1.02788
-0.349544, 1.18703, 0, -0.349544, 1.18703, 0, 0.501309, 0.498691, 2.46539, 2.46539, 1.7397, 1.7397
3.38957, -3.54144, 0, 3.38957, -3.54144, 0, 0.665659, 0.334341, 2.46513, 2.46513, 4.29276, 4.29276
0.579327, 0.129116, 0, 0.579327, 0.129116, 0, 0.854836, 0.145164, 2.45328, 2.45328, 0.470853, 0.470853
1.06052, 3.60147, 0, 1.06052, 3.60147, 0, 0.419665, 0.580335, 2.33503, 2.33503, 0.348899, 0.348899
-0.110234, 2.47533, 0, -0.110234, 2.47533, 0, 0.700073, 0.299927, 2.05973, 2.05973, 2.53095, 2.53095
1.03915, -1.05517, 0, 1.03915, -1.05517, 0, 0.785531, 0.214469, 2.16698, 2.16698, 5.9486, 5.9486
0.205371, 0.771258, 0, 0.205371, 0.771258, 0, 0.933056, 0.0669442, 2.09954, 2.09954, 1.04058, 1.04058
0.275378, 0.896217, 0, 0.275378, 0.896217, 0, 0.925975, 0.0740254, 2.20654, 2.20654, 1.49597, 1.49597
0.330379, -0.0382928, 0, 0.330379, -0.0382928, 0, 0.964347, 0.0356529, 2.67203, 2.67203, 6.26266, 6.26266
-1.34733, 0.617494, 0, -1.34733, 0.617494, 0, 0.733257, 0.266743, 2.60505, 2.60505, 2.62024, 2.62024
1.30758, -1.64531, 0, 1.30758, -1.64531, 0, 0.801143, 0.198857, 2.43103, 2.43103, 1.20372, 1.20372
0.0888219, -0.0174173, 0, 0.0888219, -0.0174173, 0, 0.987065, 0.0129355, 2.54679, 2.54679, 6.08955, 6.08955
-2.01011, -0.413998, 0, -2.01011, -0.413998, 0, 0.842799, 0.157201, 2.04788, 2.04788, 3.8895, 3.8895
2.33928, -3.84728, 0, 2.33928, -3.84728, 0, 0.767632, 0.232368, 2.30751, 2.30751, 5.04475, 5.04475
2.9604, 3.60785, 0, 2.9604, 3.60785, 0, 0.648536, 0.351464, 2.43721, 2.43721, 0.617473, 0.617473
0.672815, 0.0818733, 0, 0.672815, 0.0818733, 0, 0.855684, 0.144316, 2.12155, 2.12155, 0.907411, 0.907411
-0.410992, -0.154438, 0, -0.410992, -0.154438, 0, 0.482932, 0.517068, 2.87746, 2.87746, 2.29493, 2.29493
1.22416, -2.37596, 0, 1.22416, -2.37596, 0, 0.848377, 0.151623, 1.76027, 1.76027, 4.68308, 4.68308
1.11819, -0.304179, 0, 1.11819, -0.304179, 0, 0.884286, 0.115714, 2.34512, 2.34512, 5.79894, 5.79894
-2.46924, 3.67179, 0, -2.46924, 3.67179, 0, 0.476493, 0.523507, 2.17992, 2.17992, 6.24777, 6.24777
-0.402073, 1.53364, 0, -0.402073, 1.53364, 0, 0.850732, 0.149268, 2.10762, 2.10762, 0.992211, 0.992211
0.0388548, 0.139299, 8.88178e-017, 0.0388548, 0.139299, 8.88178e-017, 0.893843, 0.106157, 2.59879, 2.59879, 5.86236, 5.86236
-0.0876021, -1.61718, 0, -0.0876021, -1.61718, 0, 0.752972, 0.247028, 2.98084, 2.98084, 3.77191, 3.77191
-0.65504, -4.17755, 0, -0.65504, -4.17755, 0, 0.299901, 0.700099, 2.75639, 2.75639, 4.71196, 4.71196
-0.23856, 1.0501, 1.11022e-017, -0.23856, 1.0501, 1.11022e-017, 0.932722, 0.0672783, 2.43195, 2.43195, 2.07634, 2.07634
5.06956, -0.0950545, 0, 5.06956, -0.0950545, 0, 0.730398, 0.269602, 1.99592, 1.99592, 0.30043, 0.30043
-0.797589, -0.127572, 0, -0.797589, -0.127572, 0, 0.80193, 0.19807, 2.3089, 2.3089, 5.69316, 5.69316
1.24605, -0.180856, 0, 1.24605, -0.180856, 0, 0.827342, 0.172658, 1.9187, 1.9187, 6.13602, 6.13602
-2.58657, -1.43462, 0, -2.58657, -1.43462, 0, 0.566741, 0.433259, 2.79818, 2.79818, 0.362678, 0.362678
0.112931, -1.01358, 0, 0.112931, -1.01358, 0, 0.79407, 0.20593, 2.50632, 2.50632, 3.75884, 3.75884
1.34479, -2.19794, 0, 1.34479, -2.19794, 0, 0.4642, 0.5358, 2.93613, 2.93613, 3.02892, 3.02892
-0.467538, -0.980862, 0, -0.467538, -0.980862, 0, 0.758817, 0.241183, 2.08206, 2.08206, 1.06874, 1.06874
0.365507, 0.643015, 0, 0.365507, 0.643015, 0, 0.902633, 0.0973668, 2.37397, 2.37397, 0.861733, 0.861733
-0.368133, 1.36728, 0, -0.368133, 1.36728, 0, 0.775221, 0.224779, 2.41733, 2.41733, 5.36029, 5.36029
-0.72034, -0.117328, 0, -0.72034, -0.117328, 0, 0.963058, 0.0369418, 1.84889, 1.84889, 3.61821, 3.61821
-0.00322917, 0.664332, 0, -0.00322917, 0.664332, 0, 0.913129, 0.0868713, 2.43015, 2.43015, 1.62323, 1.62323
1.86391, 0.55467, 0, 1.86391, 0.55467, 0, 0.524316, 0.475684, 2.4908, 2.4908, 3.83159, 3.83159
1.9925, -3.57124, 0, 1.9925, -3.57124, 0, 0.756989, 0.243011, 1.84035, 1.84035, 5.90668, 5.90668
-1.53376, 3.69338, 1.11022e-017, -1.53376, 3.69338, 1.11022e-017, 0.473124, 0.526876, 2.43637, 2.43637, 0.686485, 0.686485
0.627451, -0.458938, 0, 0.627451, -0.458938, 0, 0.660744, 0.339256, 2.43886, 2.43886, 6.21352, 6.21352
-1.59071, 0.215571, 0, -1.59071, 0.215571, 0, 0.591752, 0.408248, 2.67664, 2.67664, 5.0469, 5.0469
-0.0457601, -0.609255, 0, -0.0457601, -0.609255, 0, 0.847795, 0.152205, 2.67948, 2.67948, 4.38951, 4.38951
-0.718262, -0.665374, 0, -0.718262, -0.665374, 0, 0.669463, 0.330537, 2.38712, 2.38712, 4.28155, 4.28155
-2.3129, 0.59919, 0, -2.3129, 0.59919, 0, 0.852796, 0.147204, 2.71473, 2.71473, 1.25508, 1.25508
1.52687, -1.01241, 0, 1.52687, -1.01241, 0, 0.624575, 0.375425, 2.26052, 2.26052, 0.296941, 0.296941
3.73041, 3.05753, 2.22045e-017, 3.73041, 3.05753, 2.22045e-017, 0.104521, 0.895479, 2.37855, 2.37855, 1.21174, 1.21174
-2.02112, -3.00064, 0, -2.02112, -3.00064, 0, 0.726867, 0.273133, 2.41889, 2.41889, 0.174211, 0.174211
-0.0342075, -0.439285, 0, -0.0342075, -0.439285, 0, 0.954661, 0.0453386, 2.42635, 2.42635, 4.50266, 4.50266
0.394002, -1.09218, 0, 0.394002, -1.09218, 0, 0.742937, 0.257063, 2.76001, 2.76001, 6.22703, 6.22703
0.704354, 2.84655, 0, 0.704354, 2.84655, 0, 0.608477, 0.391523, 2.47743, 2.47743, 0.0719666, 0.0719666
-0.353215, 0.932417, 0, -0.353215, 0.932417, 0, 0.918665, 0.0813348, 2.1587, 2.1587, 1.85493, 1.85493
0.917349, -2.85303, 8.88178e-017, 0.917349, -2.85303, 8.88178e-017, 0.401773, 0.598227, 2.29831, 2.29831, 0.218176, 0.218176
1.09312, 1.38028, 0, 1.09312, 1.38028, 0, 0.733242, 0.266758, 2.35728, 2.35728, 1.23956, 1.23956
-0.266211, 0.267966, 0, -0.266211, 0.267966, 0, 0.914086, 0.0859141, 2.30426, 2.30426, 2.72597, 2.72597
-1.8867, 0.608991, 0, -1.8867, 0.608991, 0, 0.545657, 0.454343, 2.08035, 2.08035, 5.29772, 5.29772
2.16985, 0.141603, 0, 2.16985, 0.141603, 0, 0.438101, 0.561899, 2.50057, 2.50057, 0.313565, 0.313565
-0.0216728, -0.0473918, 0, -0.0216728, -0.0473918, 0, 0.995957, 0.00404282, 2.11444, 2.11444, 4.28347, 4.28347
1.9161, 1.90273, 0, 1.9161, 1.90273, 0, 0.184176, 0.815824, 2.52478, 2.52478, 3.85329, 3.85329
-0.00513743, 1.06976, 0, -0.00513743, 1.06976, 0, 0.622952, 0.377048, 3.00946, 3.00946, 1.85419, 1.85419
0.611797, 0.688333, 0, 0.611797, 0.688333, 0, 0.77298, 0.22702, 2.86075, 2.86075, 4.30988, 4.30988
0.578118, 0.774033, 0, 0.578118, 0.774033, 0, 0.915932, 0.0840676, 2.20486, 2.20486, 1.16294, 1.16294
-1.31466, 0.060041, 0, -1.31466, 0.060041, 0, 0.66868, 0.33132, 2.41739, 2.41739, 4.36543, 4.36543
-1.88646, 1.56918, 0, -1.88646, 1.56918, 0, 0.853354, 0.146646, 2.0164, 2.0164, 2.17216, 2.17216
3.33429, 0.0479532, 0, 3.33429, 0.0479532, 0, 0.825479, 0.174521, 1.81655, 1.81655, 0.41715, 0.41715
1.66304, -2.0481, 0, 1.66304, -2.0481, 0, 0.814845, 0.185155, 2.6102, 2.6102, 1.5188, 1.5188
0.214381, 1.32458, 0, 0.214381, 1.32458, 0, 0.773328, 0.226672, 2.76287, 2.76287, 6.12818, 6.12818
-1.96075, 4.71701, 0, -1.96075, 4.71701, 0, 0.417119, 0.582881, 2.82581, 2.82581, 1.03429, 1.03429
1.24947, -0.143775, 0, 1.24947, -0.143775, 0, 0.875394, 0.124606, 2.74135, 2.74135, 5.43788, 5.43788
-0.282175, -0.117067, 0, -0.282175, -0.117067, 0, 0.921175, 0.0788249, 2.79384, 2.79384, 3.53738, 3.53738
0.369406, 0.0574159, 0, 0.369406, 0.0574159, 0, 0.949845, 0.0501553, 2.46473, 2.46473, 0.0479781, 0.0479781
-0.814783, 0.559166, 0, -0.814783, 0.559166, 0, 0.938654, 0.0613464, 1.88799, 1.88799, 2.54071, 2.54071
-1.17648, 0.860128, 4.44089e-017, -1.17648, 0.860128, 4.44089e-017, 0.893567, 0.106433, 1.90277, 1.90277, 2.43528, 2.43528
-0.810342, -0.606555, 0, -0.810342, -0.606555, 0, 0.92186, 0.0781402, 2.38705, 2.38705, 4.83482, 4.83482
3.73265, -1.31667, 0, 3.73265, -1.31667, 0, 0.114134, 0.885866, 2.41051, 2.41051, 5.69923, 5.69923
3.59295, -5.67929, 0, 3.59295, -5.67929, 0, 0.392813, 0.607187, 2.66165, 2.66165, 2.60556, 2.60556
-2.15532, -8.71887, 0, -2.15532, -8.71887, 0, 0.468063, 0.531937, 2.08579, 2.08579, 4.45001, 4.45001
-4.16785, 1.6706, 0, -4.16785, 1.6706, 0, 0.720622, 0.279378, 2.06651, 2.06651, 1.17492, 1.17492
1.83536, -2.68598, 0, 1.83536, -2.68598, 0, 0.654744, 0.345256, 2.17815, 2.17815, 1.71879, 1.71879
-0.0666935, 1.9161, 0, -0.0666935, 1.9161, 0, 0.700532, 0.299468, 2.43862, 2.43862, 1.12694, 1.12694
-0.0716374, 0.247069, 0, -0.0716374, 0.247069, 0, 0.958652, 0.041348, 2.30247, 2.30247, 2.18245, 2.18245
-1.50558, 2.5598, 0, -1.50558, 2.5598, 0, 0.71694, 0.28306, 2.86325, 2.86325, 6.03981, 6.03981
-1.3616, 0.954283, 0, -1.3616, 0.954283, 0, 0.719612, 0.280388, 1.84078, 1.84078, 4.41789, 4.41789
0.0467686, 0.0078761, 0, 0.0467686, 0.0078761, 0, 0.990236, 0.00976419, 2.72246, 2.72246, 0.166841, 0.166841
0.331952, 1.78028, 0, 0.331952, 1.78028, 0, 0.836441, 0.163559, 2.45062, 2.45062, 4.87655, 4.87655
1.85756, -0.062861, 0, 1.85756, -0.062861, 0, 0.567698, 0.432302, 2.37518, 2.37518, 1.77345, 1.77345
-0.942462, -0.143215, 0, -0.942462, -0.143215, 0, 0.915055, 0.0849451, 2.24731, 2.24731, 3.32223, 3.32223
1.46559, 0.00569628, 0, 1.46559, 0.00569628, 0, 0.79519, 0.20481, 2.21406, 2.21406, 0.286301, 0.286301
-0.923554, -1.58964, 0, -0.923554, -1.58964, 0, 0.471857, 0.528143, 2.3559, 2.3559, 0.990838, 0.990838
1.73063, -2.6457, 0, 1.73063, -2.6457, 0, 0.721088, 0.278912, 1.78091, 1.78091, 0.135845, 0.135845
-0.693793, 3.43023, 0, -0.693793, 3.43023, 0, 0.590993, 0.409007, 2.47482, 2.47482, 1.23472, 1.23472
-0.56236, -0.0485225, 0, -0.56236, -0.0485225, 0, 0.867836, 0.132164, 2.60323, 2.60323, 2.99957, 2.99957
1.38317, 0.177937, 0, 1.38317, 0.177937, 0, 0.866222, 0.133778, 2.02088, 2.02088, 0.290992, 0.290992
-1.90765, -1.73861, 0, -1.90765, -1.73861, 0, 0.84023, 0.15977, 2.29989, 2.29989, 3.93257, 3.93257
-2.985, 1.81096, 0, -2.985, 1.81096, 0, 0.325151, 0.674849, 2.40745, 2.40745, 6.16587, 6.16587
1.07031, 0.241154, 0, 1.07031, 0.241154, 0, 0.737688, 0.262312, 3.06427, 3.06427, 0.477588, 0.477588
-3.73318, -0.365129, 8.88178e-017, -3.73318, -0.365129, 8.88178e-017, 0.554674, 0.445326, 1.99245, 1.99245, 3.81372, 3.81372
-1.00701, 0.241392, 0, -1.00701, 0.241392, 0, 0.89582, 0.10418, 2.77971, 2.77971, 2.58946, 2.58946
2.71428, 3.57111, 0, 2.71428, 3.57111, 0, 0.704441, 0.295559, 2.05204, 2.05204, 0.924802, 0.924802
-1.55189, 0.872784, 0, -1.55189, 0.872784, 0, 0.806623, 0.193377, 2.43467, 2.43467, 2.883, 2.883
0.550636, -2.31085, 0, 0.550636, -2.31085, 0, 0.881812, 0.118188, 1.94639, 1.94639, 4.87552, 4.87552
-1.3605, 0.515807, 0, -1.3605, 0.515807, 0, 0.87481, 0.12519, 2.36256, 2.36256, 5.37184, 5.37184
1.04165, 0.218292, 0, 1.04165, 0.218292, 0, 0.88716, 0.11284, 2.18668, 2.18668, 6.21276, 6.21276
-0.852521, 2.11958, 0, -0.852521, 2.11958, 0, 0.675209, 0.324791, 2.45073, 2.45073, 1.45721, 1.45721
-1.10211, 4.63708, 0, -1.10211, 4.63708, 0, 0.436048, 0.563952, 2.46402, 2.46402, 5.26323, 5.26323
1.79728, -0.0579709, 0, 1.79728, -0.0579709, 0, 0.856843, 0.143157, 2.23266, 2.23266, 0.0567144, 0.0567144
-0.364403, -3.30343, 0, -0.364403, -3.30343, 0, 0.424624, 0.575376, 2.42844, 2.42844, 5.3029, 5.3029
-0.773457, 0.469535, 0, -0.773457, 0.469535, 0, 0.900736, 0.0992642, 2.37575, 2.37575, 2.596, 2.596
-2.75168, -2.95017, 0, -2.75168, -2.95017, 0, 0.358936, 0.641064, 2.26085, 2.26085, 4.07284, 4.07284
2.68326, -3.09562, 0, 2.68326, -3.09562, 0, 0.609814, 0.390186, 2.77251, 2.77251, 1.80237, 1.80237
0.0357465, 0.0318451, 0, 0.0357465, 0.0318451, 0, 0.990366, 0.00963438, 2.62119, 2.62119, 0.731138, 0.731138
-2.01245, 2.42319, 0, -2.01245, 2.42319, 0, 0.783189, 0.216811, 2.76548, 2.76548, 1.59763, 1.59763
2.00887, 1.25874, 0, 2.00887, 1.25874, 0, 0.700332, 0.299668, 2.78882, 2.78882, 5.35563, 5.35563
2.6738, 1.12528, 0, 2.6738, 1.12528, 0, 0.79793, 0.20207, 2.10139, 2.10139, 0.221787, 0.221787
-5.24489, -1.47617, 0, -5.24489, -1.47617, 0, 0.121652, 0.878348, 2.55935, 2.55935, 5.25231, 5.25231
0.538541, 0.0984545, 0, 0.538541, 0.0984545, 0, 0.955153, 0.0448471, 2.06921, 2.06921, 0.28738, 0.28738
-0.261788, 0.794028, 0, -0.261788, 0.794028, 0, 0.959549, 0.040451, 2.11284, 2.11284, 2.53943, 2.53943
-2.4438, -2.26403, 0, -2.4438, -2.26403, 0, 0.816845, 0.183155, 1.90216, 1.90216, 3.61614, 3.61614
0.0911073, 0.456234, 0, 0.0911073, 0.456234, 0, 0.899061, 0.100939, 2.7835, 2.7835, 1.98812, 1.98812
0.422704, -2.69722, 0, 0.422704, -2.69722, 0, 0.802401, 0.197599, 2.00422, 2.00422, 4.84232, 4.84232
1.37288, 1.75635, 0, 1.37288, 1.75635, 0, 0.743259, 0.256741, 2.46955, 2.46955, 0.855283, 0.855283
-1.72296, -1.95432, 0, -1.72296, -1.95432, 0, 0.844109, 0.155891, 1.72759, 1.72759, 3.84077, 3.84077
-0.335131, 0.331929, 0, -0.335131, 0.331929, 0, 0.795709, 0.204291, 2.76771, 2.76771, 1.82799, 1.82799
0.177949, -1.09305, 0, 0.177949, -1.09305, 0, 0.750162, 0.249838, 2.41902, 2.41902, 4.25828, 4.25828
0.0476086, 0.0478611, 0, 0.0476086, 0.0478611, 0, 0.996071, 0.00392903, 1.8523, 1.8523, 0.788042, 0.788042
-1.056, 0.267018, 0, -1.056, 0.267018, 0, 0.700192, 0.299808, 2.28352, 2.28352, 2.24309, 2.24309
-3.27409, 2.46921, 0, -3.27409, 2.46921, 0, 0.653623, 0.346377, 2.52886, 2.52886, 2.46338, 2.46338
1.65714, 0.886049, 0, 1.65714, 0.886049, 0, 0.715274, 0.284726, 2.88723, 2.88723, 1.79779, 1.79779
2.31753, 0.819116, 8.88178e-017, 2.31753, 0.819116, 8.88178e-017, 0.64103, 0.35897, 2.76322, 2.76322, 5.11632, 5.11632
3.43421, 1.58471, 0, 3.43421, 1.58471, 0, 0.379206, 0.620794, 2.39258, 2.39258, 6.14351, 6.14351
1.17146, -4.72184, 0, 1.17146, -4.72184, 0, 0.530129, 0.469871, 2.60752, 2.60752, 3.1838, 3.1838
2.00559, 2.71446, 0, 2.00559, 2.71446, 0, 0.65018, 0.34982, 2.55787, 2.55787, 2.51269, 2.51269
6.91136, 2.14295, 0, 6.91136, 2.14295, 0, 0.61989, 0.38011, 2.09979, 2.09979, 0.519708, 0.519708
-0.0753261, 0.539398, 0, -0.0753261, 0.539398, 0, 0.94048, 0.0595196, 2.37591, 2.37591, 1.70955, 1.70955
2.90507, -0.18568, 0, 2.90507, -0.18568, 0, 0.829773, 0.170227, 2.06167, 2.06167, 0.0680696, 0.0680696
0.00574703, -0.267742, 0, 0.00574703, -0.267742, 0, 0.973331, 0.0266691, 2.31185, 2.31185, 4.73385, 4.73385
-0.186824, -0.199356, 0, -0.186824, -0.199356, 0, 0.986556, 0.0134442, 1.68772, 1.68772, 3.95943, 3.95943
3.3977, -3.67093, 5.55112e-018, 3.3977, -3.67093, 5.55112e-018, 0.654441, 0.345559, 2.54244, 2.54244, 5.67568, 5.67568
2.05725, -0.986809, 0, 2.05725, -0.986809, 0, 0.741139, 0.258861, 2.04538, 2.04538, 2.76255, 2.76255
0.645862, 1.00407, 0, 0.645862, 1.00407, 0, 0.881381, 0.118619, 2.2417, 2.2417, 1.23433, 1.23433
1.67647, -2.21582, 0, 1.67647, -2.21582, 0, 0.673227, 0.326773, 2.60399, 2.60399, 0.016435, 0.016435
-2.32106, -0.718708, 0, -2.32106, -0.718708, 0, 0.358286, 0.641714, 2.50848, 2.50848, 2.97972, 2.97972
-0.461626, 1.06808, 0, -0.461626, 1.06808, 0, 0.748801, 0.251199, 2.87022, 2.87022, 2.14324, 2.14324
-0.197326, 0.146461, 1.38778e-018, -0.197326, 0.146461, 1.38778e-018, 0.942656, 0.0573436, 1.61473, 1.61473, 3.15826, 3.15826
-0.176296, 0.181927, 0, -0.176296, 0.181927, 0, 0.941784, 0.0582158, 2.82115, 2.82115, 2.68421, 2.68421
-0.532844, 0.620236, 0, -0.532844, 0.620236, 0, 0.45489, 0.54511, 2.98798, 2.98798, 1.4648, 1.4648
-0.539475, -1.22439, 0, -0.539475, -1.22439, 0, 0.928765, 0.0712346, 1.78379, 1.78379, 4.48122, 4.48122
-0.287366, 0.600299, 0, -0.287366, 0.600299, 0, 0.927456, 0.0725436, 2.57968, 2.57968, 1.15034, 1.15034
3.23463, -0.0384623, 0, 3.23463, -0.0384623, 0, 0.278378, 0.721622, 2.85568, 2.85568, 4.2445, 4.2445
3.29734, 0.943897, 2.22045e-017, 3.29734, 0.943897, 2.22045e-017, 0.712116, 0.287884, 2.31408, 2.31408, 0.60036, 0.60036
1.26603, 0.184962, 0, 1.26603, 0.184962, 0, 0.875399, 0.124601, 2.07145, 2.07145, 0.487339, 0.487339
0.182302, -3.97082, 0, 0.182302, -3.97082, 0, 0.659027, 0.340973, 2.41184, 2.41184, 4.89613, 4.89613
1.07992, -0.427466, 0, 1.07992, -0.427466, 0, 0.891743, 0.108257, 2.52683, 2.52683, 5.89407, 5.89407
-0.917897, 1.42945, 0, -0.917897, 1.42945, 0, 0.0586557, 0.941344, 2.61642, 2.61642, 0.742549, 0.742549
0.163475, 0.150503, 0, 0.163475, 0.150503, 0, 0.98646, 0.0135397, 1.88809, 1.88809, 0.759207, 0.759207
-0.0242381, 0.0405033, 0, -0.0242381, 0.0405033, 0, 0.995243, 0.00475732, 2.32228, 2.32228, 2.11005, 2.11005
0.369677, -0.860587, 0, 0.369677, -0.860587, 0, 0.719603, 0.280397, 2.11259, 2.11259, 5.01965, 5.01965
1.50384, 0.834925, 0, 1.50384, 0.834925, 0, 0.537546, 0.462454, 2.30837, 2.30837, 3.93776, 3.93776
3.85479, -2.16398, 0, 3.85479, -2.16398, 0, 0.740771, 0.259229, 2.17095, 2.17095, 6.23071, 6.23071
-0.0321365, 0.201317, 0, -0.0321365, 0.201317, 0, 0.985631, 0.0143692, 1.98112, 1.98112, 1.68245, 1.68245
0.233556, 0.128617, 0, 0.233556, 0.128617, 0, 0.944399, 0.0556005, 2.90267, 2.90267, 0.700076, 0.700076
-2.47445, 1.73932, 0, -2.47445, 1.73932, 0, 0.735723, 0.264277, 2.29021, 2.29021, 2.67666, 2.67666
-2.65836, 1.70305, 0, -2.65836, 1.70305, 0, 0.460034, 0.539966, 2.16718, 2.16718, 6.03943, 6.03943
-6.77539, -0.8415, 0, -6.77539, -0.8415, 0, 0.634241, 0.365759, 2.88006, 2.88006, 0.937192, 0.937192
4.83939, -1.34904, 0, 4.83939, -1.34904, 0, 0.575233, 0.424767, 2.61565, 2.61565, 1.219, 1.219
-1.74655, 3.0006, 0, -1.74655, 3.0006, 0, 0.724834, 0.275166, 2.79335, 2.79335, 0.600943, 0.600943
-3.47993, 4.17461, 0, -3.47993, 4.17461, 0, 0.0055418, 0.994458, 1.76644, 1.76644, 4.02552, 4.02552
-1.56494, 2.78334, 0, -1.56494, 2.78334, 0, 0.466879, 0.533121, 2.4555, 2.4555, 0.504407, 0.504407
0.0370576, 1.36184, 0, 0.0370576, 1.36184, 0, 0.86663, 0.13337, 2.45138, 2.45138, 1.58529, 1.58529
0.534839, -0.246247, 0, 0.534839, -0.246247, 0, 0.928724, 0.0712758, 2.47762, 2.47762, 5.90604, 5.90604
-2.11927, -1.10073, 0, -2.11927, -1.10073, 0, 0.603897, 0.396103, 2.15579, 2.15579, 1.51279, 1.51279
-0.135182, 0.526504, 0, -0.135182, 0.526504, 0, 0.895341, 0.104659, 2.438, 2.438, 1.82824, 1.82824
-2.98707, 1.14599, 0, -2.98707, 1.14599, 0, 0.701116, 0.298884, 2.29565, 2.29565, 2.33292, 2.33292
-0.408111, -1.84675, 0, -0.408111, -1.84675, 0, 0.857945, 0.142055, 1.92527, 1.92527, 4.7004, 4.7004
0.830917, -0.51101, 0, 0.830917, -0.51101, 0, 0.806558, 0.193442, 2.77879, 2.77879, 5.78577, 5.78577
0.225261, 2.80235, 8.88178e-017, 0.225261, 2.80235, 8.88178e-017, 0.235771, 0.764229, 2.60045, 2.60045, 3.79624, 3.79624
2.2861, -0.137761, 0, 2.2861, -0.137761, 0, 0.470782, 0.529218, 1.78047, 1.78047, 1.53027, 1.53027
-3.33393, 3.7821, 8.88178e-017, -3.33393, 3.7821, 8.88178e-017, 0.281213, 0.718787, 2.33551, 2.33551, 0.67343, 0.67343
0.410057, 0.361727, 0, 0.410057, 0.361727, 0, 0.970342, 0.0296579, 1.78248, 1.78248, 0.722859, 0.722859
2.29862, 2.85159, 0, 2.29862, 2.85159, 0, 0.292684, 0.707316, 1.97148, 1.97148, 1.35496, 1.35496
-4.84636, -2.63973, 0, -4.84636, -2.63973, 0, 0.431474, 0.568526, 2.76039, 2.76039, 1.53241, 1.53241
0.734387, 1.16372, 0, 0.734387, 1.16372, 0, 0.611326, 0.388674, 2.42846, 2.42846, 3.89954, 3.89954
